Number;Date-Time;Temp(°C)
1;22.07.2024 08:00:00;35,76
2;22.07.2024 08:00:05;35,73
3;22.07.2024 08:00:10;35,62
4;22.07.2024 08:00:15;35,62
5;22.07.2024 08:00:20;35,62
6;22.07.2024 08:00:25;35,59
7;22.07.2024 08:00:30;35,57
8;22.07.2024 08:00:35;35,62
9;22.07.2024 08:00:40;35,62
10;22.07.2024 08:00:45;35,62
11;22.07.2024 08:00:50;35,73
12;22.07.2024 08:00:55;35,73
13;22.07.2024 08:01:00;35,73
14;22.07.2024 08:01:05;35,76
15;22.07.2024 08:01:10;35,73
16;22.07.2024 08:01:15;35,73
17;22.07.2024 08:01:20;35,70
18;22.07.2024 08:01:25;35,73
19;22.07.2024 08:01:30;35,73
20;22.07.2024 08:01:35;35,79
21;22.07.2024 08:01:40;35,73
22;22.07.2024 08:01:45;35,73
23;22.07.2024 08:01:50;35,73
24;22.07.2024 08:01:55;35,73
25;22.07.2024 08:02:00;35,76
26;22.07.2024 08:02:05;35,73
27;22.07.2024 08:02:10;35,79
28;22.07.2024 08:02:15;35,84
29;22.07.2024 08:02:20;35,95
30;22.07.2024 08:02:25;35,95
31;22.07.2024 08:02:30;36,01
32;22.07.2024 08:02:35;36,06
33;22.07.2024 08:02:40;36,06
34;22.07.2024 08:02:45;36,06
35;22.07.2024 08:02:50;36,06
36;22.07.2024 08:02:55;36,09
37;22.07.2024 08:03:00;36,17
38;22.07.2024 08:03:05;36,17
39;22.07.2024 08:03:10;36,17
40;22.07.2024 08:03:15;36,09
41;22.07.2024 08:03:20;36,06
42;22.07.2024 08:03:25;36,06
43;22.07.2024 08:03:30;36,04
44;22.07.2024 08:03:35;35,95
45;22.07.2024 08:03:40;35,95
46;22.07.2024 08:03:45;35,95
47;22.07.2024 08:03:50;35,95
48;22.07.2024 08:03:55;36,01
49;22.07.2024 08:04:00;36,04
50;22.07.2024 08:04:05;35,95
51;22.07.2024 08:04:10;36,06
52;22.07.2024 08:04:15;36,06
53;22.07.2024 08:04:20;36,06
54;22.07.2024 08:04:25;36,06
55;22.07.2024 08:04:30;36,06
56;22.07.2024 08:04:35;35,95
57;22.07.2024 08:04:40;35,95
58;22.07.2024 08:04:45;35,84
59;22.07.2024 08:04:50;35,84
60;22.07.2024 08:04:55;35,84
61;22.07.2024 08:05:00;35,87
62;22.07.2024 08:05:05;35,87
63;22.07.2024 08:05:10;35,95
64;22.07.2024 08:05:15;35,95
65;22.07.2024 08:05:20;35,95
66;22.07.2024 08:05:25;36,06
67;22.07.2024 08:05:30;36,04
68;22.07.2024 08:05:35;35,98
69;22.07.2024 08:05:40;35,95
70;22.07.2024 08:05:45;35,95
71;22.07.2024 08:05:50;35,95
72;22.07.2024 08:05:55;35,90
73;22.07.2024 08:06:00;35,84
74;22.07.2024 08:06:05;35,84
75;22.07.2024 08:06:10;35,84
76;22.07.2024 08:06:15;35,84
77;22.07.2024 08:06:20;35,95
78;22.07.2024 08:06:25;35,95
79;22.07.2024 08:06:30;35,95
80;22.07.2024 08:06:35;35,95
81;22.07.2024 08:06:40;35,95
82;22.07.2024 08:06:45;35,95
83;22.07.2024 08:06:50;36,01
84;22.07.2024 08:06:55;36,06
85;22.07.2024 08:07:00;36,06
86;22.07.2024 08:07:05;36,06
87;22.07.2024 08:07:10;36,17
88;22.07.2024 08:07:15;36,28
89;22.07.2024 08:07:20;36,28
90;22.07.2024 08:07:25;36,40
91;22.07.2024 08:07:30;36,51
92;22.07.2024 08:07:35;36,51
93;22.07.2024 08:07:40;36,51
94;22.07.2024 08:07:45;36,62
95;22.07.2024 08:07:50;36,62
96;22.07.2024 08:07:55;36,62
97;22.07.2024 08:08:00;36,62
98;22.07.2024 08:08:05;36,59
99;22.07.2024 08:08:10;36,53
100;22.07.2024 08:08:15;36,56
101;22.07.2024 08:08:20;36,51
102;22.07.2024 08:08:25;36,51
103;22.07.2024 08:08:30;36,45
104;22.07.2024 08:08:35;36,42
105;22.07.2024 08:08:40;36,51
106;22.07.2024 08:08:45;36,51
107;22.07.2024 08:08:50;36,53
108;22.07.2024 08:08:55;36,56
109;22.07.2024 08:09:00;36,62
110;22.07.2024 08:09:05;36,62
111;22.07.2024 08:09:10;36,73
112;22.07.2024 08:09:15;36,78
113;22.07.2024 08:09:20;36,84
114;22.07.2024 08:09:25;36,84
115;22.07.2024 08:09:30;36,84
116;22.07.2024 08:09:35;36,89
117;22.07.2024 08:09:40;36,95
118;22.07.2024 08:09:45;36,95
119;22.07.2024 08:09:50;36,95
120;22.07.2024 08:09:55;36,95
121;22.07.2024 08:10:00;37,06
122;22.07.2024 08:10:05;37,06
123;22.07.2024 08:10:10;37,06
124;22.07.2024 08:10:15;37,06
125;22.07.2024 08:10:20;37,06
126;22.07.2024 08:10:25;37,06
127;22.07.2024 08:10:30;37,06
128;22.07.2024 08:10:35;37,12
129;22.07.2024 08:10:40;37,17
130;22.07.2024 08:10:45;37,17
131;22.07.2024 08:10:50;37,17
132;22.07.2024 08:10:55;37,17
133;22.07.2024 08:11:00;37,17
134;22.07.2024 08:11:05;37,17
135;22.07.2024 08:11:10;37,17
136;22.07.2024 08:11:15;37,23
137;22.07.2024 08:11:20;37,28
138;22.07.2024 08:11:25;37,28
139;22.07.2024 08:11:30;37,28
140;22.07.2024 08:11:35;37,28
141;22.07.2024 08:11:40;37,28
142;22.07.2024 08:11:45;37,28
143;22.07.2024 08:11:50;37,28
144;22.07.2024 08:11:55;37,28
145;22.07.2024 08:12:00;37,28
146;22.07.2024 08:12:05;37,28
147;22.07.2024 08:12:10;37,28
148;22.07.2024 08:12:15;37,28
149;22.07.2024 08:12:20;37,28
150;22.07.2024 08:12:25;37,28
151;22.07.2024 08:12:30;37,28
152;22.07.2024 08:12:35;37,28
153;22.07.2024 08:12:40;37,28
154;22.07.2024 08:12:45;37,28
155;22.07.2024 08:12:50;37,28
156;22.07.2024 08:12:55;37,28
157;22.07.2024 08:13:00;37,25
158;22.07.2024 08:13:05;37,23
159;22.07.2024 08:13:10;37,20
160;22.07.2024 08:13:15;37,20
161;22.07.2024 08:13:20;37,17
162;22.07.2024 08:13:25;37,17
163;22.07.2024 08:13:30;37,17
164;22.07.2024 08:13:35;37,17
165;22.07.2024 08:13:40;37,17
166;22.07.2024 08:13:45;37,17
167;22.07.2024 08:13:50;37,17
168;22.07.2024 08:13:55;37,17
169;22.07.2024 08:14:00;37,17
170;22.07.2024 08:14:05;37,09
171;22.07.2024 08:14:10;37,06
172;22.07.2024 08:14:15;37,03
173;22.07.2024 08:14:20;37,03
174;22.07.2024 08:14:25;37,06
175;22.07.2024 08:14:30;37,09
176;22.07.2024 08:14:35;37,17
177;22.07.2024 08:14:40;37,17
178;22.07.2024 08:14:45;37,17
179;22.07.2024 08:14:50;37,17
180;22.07.2024 08:14:55;37,17
181;22.07.2024 08:15:00;37,17
182;22.07.2024 08:15:05;37,23
183;22.07.2024 08:15:10;37,28
184;22.07.2024 08:15:15;37,28
185;22.07.2024 08:15:20;37,28
186;22.07.2024 08:15:25;37,28
187;22.07.2024 08:15:30;37,28
188;22.07.2024 08:15:35;37,28
189;22.07.2024 08:15:40;37,28
190;22.07.2024 08:15:45;37,28
191;22.07.2024 08:15:50;37,31
192;22.07.2024 08:15:55;37,34
193;22.07.2024 08:16:00;37,39
194;22.07.2024 08:16:05;37,39
195;22.07.2024 08:16:10;37,39
196;22.07.2024 08:16:15;37,39
197;22.07.2024 08:16:20;37,39
198;22.07.2024 08:16:25;37,39
199;22.07.2024 08:16:30;37,39
200;22.07.2024 08:16:35;37,39
201;22.07.2024 08:16:40;37,39
202;22.07.2024 08:16:45;37,31
203;22.07.2024 08:16:50;37,39
204;22.07.2024 08:16:55;37,31
205;22.07.2024 08:17:00;37,28
206;22.07.2024 08:17:05;37,17
207;22.07.2024 08:17:10;37,12
208;22.07.2024 08:17:15;37,06
209;22.07.2024 08:17:20;36,95
210;22.07.2024 08:17:25;36,95
211;22.07.2024 08:17:30;36,95
212;22.07.2024 08:17:35;36,95
213;22.07.2024 08:17:40;37,06
214;22.07.2024 08:17:45;37,06
215;22.07.2024 08:17:50;37,06
216;22.07.2024 08:17:55;37,06
217;22.07.2024 08:18:00;37,03
218;22.07.2024 08:18:05;36,95
219;22.07.2024 08:18:10;36,95
220;22.07.2024 08:18:15;36,95
221;22.07.2024 08:18:20;36,95
222;22.07.2024 08:18:25;36,95
223;22.07.2024 08:18:30;36,95
224;22.07.2024 08:18:35;36,98
225;22.07.2024 08:18:40;37,06
226;22.07.2024 08:18:45;37,12
227;22.07.2024 08:18:50;37,06
228;22.07.2024 08:18:55;37,06
229;22.07.2024 08:19:00;37,06
230;22.07.2024 08:19:05;37,09
231;22.07.2024 08:19:10;37,14
232;22.07.2024 08:19:15;37,17
233;22.07.2024 08:19:20;37,17
234;22.07.2024 08:19:25;37,17
235;22.07.2024 08:19:30;37,17
236;22.07.2024 08:19:35;37,17
237;22.07.2024 08:19:40;37,17
238;22.07.2024 08:19:45;37,17
239;22.07.2024 08:19:50;37,28
240;22.07.2024 08:19:55;37,28
241;22.07.2024 08:20:00;37,28
242;22.07.2024 08:20:05;37,28
243;22.07.2024 08:20:10;37,28
244;22.07.2024 08:20:15;37,28
245;22.07.2024 08:20:20;37,28
246;22.07.2024 08:20:25;37,28
247;22.07.2024 08:20:30;37,28
248;22.07.2024 08:20:35;37,28
249;22.07.2024 08:20:40;37,28
250;22.07.2024 08:20:45;37,28
251;22.07.2024 08:20:50;37,28
252;22.07.2024 08:20:55;37,28
253;22.07.2024 08:21:00;37,28
254;22.07.2024 08:21:05;37,28
255;22.07.2024 08:21:10;37,28
256;22.07.2024 08:21:15;37,28
257;22.07.2024 08:21:20;37,28
258;22.07.2024 08:21:25;37,31
259;22.07.2024 08:21:30;37,39
260;22.07.2024 08:21:35;37,37
261;22.07.2024 08:21:40;37,28
262;22.07.2024 08:21:45;37,28
263;22.07.2024 08:21:50;37,17
264;22.07.2024 08:21:55;37,17
265;22.07.2024 08:22:00;37,09
266;22.07.2024 08:22:05;37,06
267;22.07.2024 08:22:10;37,06
268;22.07.2024 08:22:15;37,06
269;22.07.2024 08:22:20;37,06
270;22.07.2024 08:22:25;37,06
271;22.07.2024 08:22:30;37,06
272;22.07.2024 08:22:35;37,06
273;22.07.2024 08:22:40;37,06
274;22.07.2024 08:22:45;37,06
275;22.07.2024 08:22:50;37,06
276;22.07.2024 08:22:55;37,06
277;22.07.2024 08:23:00;37,06
278;22.07.2024 08:23:05;37,06
279;22.07.2024 08:23:10;37,06
280;22.07.2024 08:23:15;37,03
281;22.07.2024 08:23:20;37,06
282;22.07.2024 08:23:25;37,06
283;22.07.2024 08:23:30;37,06
284;22.07.2024 08:23:35;37,06
285;22.07.2024 08:23:40;37,17
286;22.07.2024 08:23:45;37,09
287;22.07.2024 08:23:50;37,06
288;22.07.2024 08:23:55;37,06
289;22.07.2024 08:24:00;37,06
290;22.07.2024 08:24:05;37,06
291;22.07.2024 08:24:10;37,06
292;22.07.2024 08:24:15;36,98
293;22.07.2024 08:24:20;36,95
294;22.07.2024 08:24:25;36,95
295;22.07.2024 08:24:30;36,95
296;22.07.2024 08:24:35;36,89
297;22.07.2024 08:24:40;36,84
298;22.07.2024 08:24:45;36,84
299;22.07.2024 08:24:50;36,84
300;22.07.2024 08:24:55;36,84
301;22.07.2024 08:25:00;36,84
302;22.07.2024 08:25:05;36,84
303;22.07.2024 08:25:10;36,84
304;22.07.2024 08:25:15;36,84
305;22.07.2024 08:25:20;36,84
306;22.07.2024 08:25:25;36,84
307;22.07.2024 08:25:30;36,84
308;22.07.2024 08:25:35;36,84
309;22.07.2024 08:25:40;36,84
310;22.07.2024 08:25:45;36,84
311;22.07.2024 08:25:50;36,84
312;22.07.2024 08:25:55;36,84
313;22.07.2024 08:26:00;36,84
314;22.07.2024 08:26:05;36,84
315;22.07.2024 08:26:10;36,84
316;22.07.2024 08:26:15;36,84
317;22.07.2024 08:26:20;36,84
318;22.07.2024 08:26:25;36,84
319;22.07.2024 08:26:30;36,84
320;22.07.2024 08:26:35;36,84
321;22.07.2024 08:26:40;36,84
322;22.07.2024 08:26:45;36,81
323;22.07.2024 08:26:50;36,84
324;22.07.2024 08:26:55;36,84
325;22.07.2024 08:27:00;36,84
326;22.07.2024 08:27:05;36,84
327;22.07.2024 08:27:10;36,84
328;22.07.2024 08:27:15;36,84
329;22.07.2024 08:27:20;36,84
330;22.07.2024 08:27:25;36,95
331;22.07.2024 08:27:30;36,95
332;22.07.2024 08:27:35;36,95
333;22.07.2024 08:27:40;36,95
334;22.07.2024 08:27:45;36,95
335;22.07.2024 08:27:50;37,03
336;22.07.2024 08:27:55;37,06
337;22.07.2024 08:28:00;37,06
338;22.07.2024 08:28:05;37,06
339;22.07.2024 08:28:10;37,03
340;22.07.2024 08:28:15;36,95
341;22.07.2024 08:28:20;36,84
342;22.07.2024 08:28:25;36,84
343;22.07.2024 08:28:30;36,84
344;22.07.2024 08:28:35;36,84
345;22.07.2024 08:28:40;36,84
346;22.07.2024 08:28:45;36,84
347;22.07.2024 08:28:50;36,84
348;22.07.2024 08:28:55;36,84
349;22.07.2024 08:29:00;36,84
350;22.07.2024 08:29:05;36,92
351;22.07.2024 08:29:10;36,95
352;22.07.2024 08:29:15;36,95
353;22.07.2024 08:29:20;37,01
354;22.07.2024 08:29:25;37,06
355;22.07.2024 08:29:30;37,06
356;22.07.2024 08:29:35;37,06
357;22.07.2024 08:29:40;37,06
358;22.07.2024 08:29:45;37,12
359;22.07.2024 08:29:50;37,17
360;22.07.2024 08:29:55;37,17
361;22.07.2024 08:30:00;37,17
362;22.07.2024 08:30:05;37,17
363;22.07.2024 08:30:10;37,17
364;22.07.2024 08:30:15;37,17
365;22.07.2024 08:30:20;37,23
366;22.07.2024 08:30:25;37,20
367;22.07.2024 08:30:30;37,20
368;22.07.2024 08:30:35;37,20
369;22.07.2024 08:30:40;37,17
370;22.07.2024 08:30:45;37,17
371;22.07.2024 08:30:50;37,17
372;22.07.2024 08:30:55;37,17
373;22.07.2024 08:31:00;37,17
374;22.07.2024 08:31:05;37,17
375;22.07.2024 08:31:10;37,17
376;22.07.2024 08:31:15;37,17
377;22.07.2024 08:31:20;37,20
378;22.07.2024 08:31:25;37,17
379;22.07.2024 08:31:30;37,20
380;22.07.2024 08:31:35;37,20
381;22.07.2024 08:31:40;37,20
382;22.07.2024 08:31:45;37,20
383;22.07.2024 08:31:50;37,20
384;22.07.2024 08:31:55;37,20
385;22.07.2024 08:32:00;37,20
386;22.07.2024 08:32:05;37,20
387;22.07.2024 08:32:10;37,20
388;22.07.2024 08:32:15;37,17
389;22.07.2024 08:32:20;37,17
390;22.07.2024 08:32:25;37,17
391;22.07.2024 08:32:30;37,17
392;22.07.2024 08:32:35;37,17
393;22.07.2024 08:32:40;37,17
394;22.07.2024 08:32:45;37,17
395;22.07.2024 08:32:50;37,17
396;22.07.2024 08:32:55;37,20
397;22.07.2024 08:33:00;37,20
398;22.07.2024 08:33:05;37,20
399;22.07.2024 08:33:10;37,17
400;22.07.2024 08:33:15;37,20
401;22.07.2024 08:33:20;37,17
402;22.07.2024 08:33:25;37,17
403;22.07.2024 08:33:30;37,17
404;22.07.2024 08:33:35;37,17
405;22.07.2024 08:33:40;37,17
406;22.07.2024 08:33:45;37,17
407;22.07.2024 08:33:50;37,17
408;22.07.2024 08:33:55;37,17
409;22.07.2024 08:34:00;37,17
410;22.07.2024 08:34:05;37,17
411;22.07.2024 08:34:10;37,17
412;22.07.2024 08:34:15;37,17
413;22.07.2024 08:34:20;37,17
414;22.07.2024 08:34:25;37,17
415;22.07.2024 08:34:30;37,17
416;22.07.2024 08:34:35;37,17
417;22.07.2024 08:34:40;37,17
418;22.07.2024 08:34:45;37,17
419;22.07.2024 08:34:50;37,17
420;22.07.2024 08:34:55;37,17
421;22.07.2024 08:35:00;37,17
422;22.07.2024 08:35:05;37,17
423;22.07.2024 08:35:10;37,17
424;22.07.2024 08:35:15;37,17
425;22.07.2024 08:35:20;37,17
426;22.07.2024 08:35:25;37,17
427;22.07.2024 08:35:30;37,17
428;22.07.2024 08:35:35;37,17
429;22.07.2024 08:35:40;37,17
430;22.07.2024 08:35:45;37,17
431;22.07.2024 08:35:50;37,17
432;22.07.2024 08:35:55;37,17
433;22.07.2024 08:36:00;37,17
434;22.07.2024 08:36:05;37,17
435;22.07.2024 08:36:10;37,17
436;22.07.2024 08:36:15;37,17
437;22.07.2024 08:36:20;37,14
438;22.07.2024 08:36:25;37,12
439;22.07.2024 08:36:30;37,09
440;22.07.2024 08:36:35;37,09
441;22.07.2024 08:36:40;37,09
442;22.07.2024 08:36:45;37,09
443;22.07.2024 08:36:50;37,09
444;22.07.2024 08:36:55;37,06
445;22.07.2024 08:37:00;37,06
446;22.07.2024 08:37:05;37,06
447;22.07.2024 08:37:10;37,06
448;22.07.2024 08:37:15;37,06
449;22.07.2024 08:37:20;37,06
450;22.07.2024 08:37:25;37,06
451;22.07.2024 08:37:30;37,06
452;22.07.2024 08:37:35;37,06
453;22.07.2024 08:37:40;37,06
454;22.07.2024 08:37:45;37,06
455;22.07.2024 08:37:50;37,06
456;22.07.2024 08:37:55;37,06
457;22.07.2024 08:38:00;37,06
458;22.07.2024 08:38:05;37,06
459;22.07.2024 08:38:10;37,06
460;22.07.2024 08:38:15;37,06
461;22.07.2024 08:38:20;37,06
462;22.07.2024 08:38:25;37,06
463;22.07.2024 08:38:30;37,06
464;22.07.2024 08:38:35;37,06
465;22.07.2024 08:38:40;37,06
466;22.07.2024 08:38:45;37,06
467;22.07.2024 08:38:50;37,06
468;22.07.2024 08:38:55;37,06
469;22.07.2024 08:39:00;37,06
470;22.07.2024 08:39:05;37,03
471;22.07.2024 08:39:10;36,98
472;22.07.2024 08:39:15;36,95
473;22.07.2024 08:39:20;36,95
474;22.07.2024 08:39:25;36,95
475;22.07.2024 08:39:30;36,95
476;22.07.2024 08:39:35;36,95
477;22.07.2024 08:39:40;36,95
478;22.07.2024 08:39:45;36,95
479;22.07.2024 08:39:50;36,95
480;22.07.2024 08:39:55;36,95
481;22.07.2024 08:40:00;36,95
482;22.07.2024 08:40:05;36,95
483;22.07.2024 08:40:10;36,95
484;22.07.2024 08:40:15;36,95
485;22.07.2024 08:40:20;36,92
486;22.07.2024 08:40:25;36,92
487;22.07.2024 08:40:30;36,87
488;22.07.2024 08:40:35;36,87
489;22.07.2024 08:40:40;36,84
490;22.07.2024 08:40:45;36,84
491;22.07.2024 08:40:50;36,84
492;22.07.2024 08:40:55;36,84
493;22.07.2024 08:41:00;36,84
494;22.07.2024 08:41:05;36,84
495;22.07.2024 08:41:10;36,84
496;22.07.2024 08:41:15;36,84
497;22.07.2024 08:41:20;36,84
498;22.07.2024 08:41:25;36,84
499;22.07.2024 08:41:30;36,84
500;22.07.2024 08:41:35;36,84
501;22.07.2024 08:41:40;36,84
502;22.07.2024 08:41:45;36,84
503;22.07.2024 08:41:50;36,84
504;22.07.2024 08:41:55;36,84
505;22.07.2024 08:42:00;36,84
506;22.07.2024 08:42:05;36,84
507;22.07.2024 08:42:10;36,84
508;22.07.2024 08:42:15;36,84
509;22.07.2024 08:42:20;36,84
510;22.07.2024 08:42:25;36,84
511;22.07.2024 08:42:30;36,81
512;22.07.2024 08:42:35;36,81
513;22.07.2024 08:42:40;36,81
514;22.07.2024 08:42:45;36,81
515;22.07.2024 08:42:50;36,78
516;22.07.2024 08:42:55;36,76
517;22.07.2024 08:43:00;36,76
518;22.07.2024 08:43:05;36,76
519;22.07.2024 08:43:10;36,73
520;22.07.2024 08:43:15;36,73
521;22.07.2024 08:43:20;36,73
522;22.07.2024 08:43:25;36,73
523;22.07.2024 08:43:30;36,73
524;22.07.2024 08:43:35;36,73
525;22.07.2024 08:43:40;36,73
526;22.07.2024 08:43:45;36,73
527;22.07.2024 08:43:50;36,73
528;22.07.2024 08:43:55;36,73
529;22.07.2024 08:44:00;36,73
530;22.07.2024 08:44:05;36,73
531;22.07.2024 08:44:10;36,73
532;22.07.2024 08:44:15;36,73
533;22.07.2024 08:44:20;36,73
534;22.07.2024 08:44:25;36,73
535;22.07.2024 08:44:30;36,73
536;22.07.2024 08:44:35;36,73
537;22.07.2024 08:44:40;36,73
538;22.07.2024 08:44:45;36,73
539;22.07.2024 08:44:50;36,67
540;22.07.2024 08:44:55;36,64
541;22.07.2024 08:45:00;36,62
542;22.07.2024 08:45:05;36,62
543;22.07.2024 08:45:10;36,62
544;22.07.2024 08:45:15;36,62
545;22.07.2024 08:45:20;36,62
546;22.07.2024 08:45:25;36,62
547;22.07.2024 08:45:30;36,62
548;22.07.2024 08:45:35;36,62
549;22.07.2024 08:45:40;36,62
550;22.07.2024 08:45:45;36,62
551;22.07.2024 08:45:50;36,59
552;22.07.2024 08:45:55;36,53
553;22.07.2024 08:46:00;36,51
554;22.07.2024 08:46:05;36,51
555;22.07.2024 08:46:10;36,51
556;22.07.2024 08:46:15;36,51
557;22.07.2024 08:46:20;36,51
558;22.07.2024 08:46:25;36,51
559;22.07.2024 08:46:30;36,51
560;22.07.2024 08:46:35;36,51
561;22.07.2024 08:46:40;36,51
562;22.07.2024 08:46:45;36,51
563;22.07.2024 08:46:50;36,51
564;22.07.2024 08:46:55;36,51
565;22.07.2024 08:47:00;36,51
566;22.07.2024 08:47:05;36,51
567;22.07.2024 08:47:10;36,51
568;22.07.2024 08:47:15;36,53
569;22.07.2024 08:47:20;36,53
570;22.07.2024 08:47:25;36,53
571;22.07.2024 08:47:30;36,53
572;22.07.2024 08:47:35;36,51
573;22.07.2024 08:47:40;36,53
574;22.07.2024 08:47:45;36,53
575;22.07.2024 08:47:50;36,53
576;22.07.2024 08:47:55;36,51
577;22.07.2024 08:48:00;36,51
578;22.07.2024 08:48:05;36,51
579;22.07.2024 08:48:10;36,51
580;22.07.2024 08:48:15;36,51
581;22.07.2024 08:48:20;36,51
582;22.07.2024 08:48:25;36,51
583;22.07.2024 08:48:30;36,51
584;22.07.2024 08:48:35;36,51
585;22.07.2024 08:48:40;36,51
586;22.07.2024 08:48:45;36,51
587;22.07.2024 08:48:50;36,51
588;22.07.2024 08:48:55;36,51
589;22.07.2024 08:49:00;36,51
590;22.07.2024 08:49:05;36,51
591;22.07.2024 08:49:10;36,51
592;22.07.2024 08:49:15;36,51
593;22.07.2024 08:49:20;36,51
594;22.07.2024 08:49:25;36,51
595;22.07.2024 08:49:30;36,51
596;22.07.2024 08:49:35;36,51
597;22.07.2024 08:49:40;36,51
598;22.07.2024 08:49:45;36,51
599;22.07.2024 08:49:50;36,51
600;22.07.2024 08:49:55;36,51
601;22.07.2024 08:50:00;36,51
602;22.07.2024 08:50:05;36,51
603;22.07.2024 08:50:10;36,51
604;22.07.2024 08:50:15;36,51
605;22.07.2024 08:50:20;36,51
606;22.07.2024 08:50:25;36,51
607;22.07.2024 08:50:30;36,48
608;22.07.2024 08:50:35;36,48
609;22.07.2024 08:50:40;36,48
610;22.07.2024 08:50:45;36,45
611;22.07.2024 08:50:50;36,45
612;22.07.2024 08:50:55;36,42
613;22.07.2024 08:51:00;36,42
614;22.07.2024 08:51:05;36,42
615;22.07.2024 08:51:10;36,40
616;22.07.2024 08:51:15;36,40
617;22.07.2024 08:51:20;36,40
618;22.07.2024 08:51:25;36,40
619;22.07.2024 08:51:30;36,40
620;22.07.2024 08:51:35;36,40
621;22.07.2024 08:51:40;36,40
622;22.07.2024 08:51:45;36,40
623;22.07.2024 08:51:50;36,40
624;22.07.2024 08:51:55;36,40
625;22.07.2024 08:52:00;36,40
626;22.07.2024 08:52:05;36,40
627;22.07.2024 08:52:10;36,40
628;22.07.2024 08:52:15;36,40
629;22.07.2024 08:52:20;36,40
630;22.07.2024 08:52:25;36,40
631;22.07.2024 08:52:30;36,40
632;22.07.2024 08:52:35;36,40
633;22.07.2024 08:52:40;36,40
634;22.07.2024 08:52:45;36,40
635;22.07.2024 08:52:50;36,40
636;22.07.2024 08:52:55;36,40
637;22.07.2024 08:53:00;36,40
638;22.07.2024 08:53:05;36,40
639;22.07.2024 08:53:10;36,40
640;22.07.2024 08:53:15;36,34
641;22.07.2024 08:53:20;36,31
642;22.07.2024 08:53:25;36,28
643;22.07.2024 08:53:30;36,28
644;22.07.2024 08:53:35;36,28
645;22.07.2024 08:53:40;36,28
646;22.07.2024 08:53:45;36,28
647;22.07.2024 08:53:50;36,28
648;22.07.2024 08:53:55;36,28
649;22.07.2024 08:54:00;36,28
650;22.07.2024 08:54:05;36,28
651;22.07.2024 08:54:10;36,28
652;22.07.2024 08:54:15;36,28
653;22.07.2024 08:54:20;36,28
654;22.07.2024 08:54:25;36,28
655;22.07.2024 08:54:30;36,28
656;22.07.2024 08:54:35;36,28
657;22.07.2024 08:54:40;36,28
658;22.07.2024 08:54:45;36,28
659;22.07.2024 08:54:50;36,28
660;22.07.2024 08:54:55;36,28
661;22.07.2024 08:55:00;36,28
662;22.07.2024 08:55:05;36,28
663;22.07.2024 08:55:10;36,28
664;22.07.2024 08:55:15;36,28
665;22.07.2024 08:55:20;36,28
666;22.07.2024 08:55:25;36,28
667;22.07.2024 08:55:30;36,28
668;22.07.2024 08:55:35;36,28
669;22.07.2024 08:55:40;36,28
670;22.07.2024 08:55:45;36,28
671;22.07.2024 08:55:50;36,28
672;22.07.2024 08:55:55;36,28
673;22.07.2024 08:56:00;36,28
674;22.07.2024 08:56:05;36,28
675;22.07.2024 08:56:10;36,28
676;22.07.2024 08:56:15;36,28
677;22.07.2024 08:56:20;36,26
678;22.07.2024 08:56:25;36,23
679;22.07.2024 08:56:30;36,23
680;22.07.2024 08:56:35;36,20
681;22.07.2024 08:56:40;36,20
682;22.07.2024 08:56:45;36,20
683;22.07.2024 08:56:50;36,17
684;22.07.2024 08:56:55;36,17
685;22.07.2024 08:57:00;36,17
686;22.07.2024 08:57:05;36,17
687;22.07.2024 08:57:10;36,28
688;22.07.2024 08:57:15;36,28
689;22.07.2024 08:57:20;36,28
690;22.07.2024 08:57:25;36,28
691;22.07.2024 08:57:30;36,28
692;22.07.2024 08:57:35;36,28
693;22.07.2024 08:57:40;36,28
694;22.07.2024 08:57:45;36,28
695;22.07.2024 08:57:50;36,28
696;22.07.2024 08:57:55;36,28
697;22.07.2024 08:58:00;36,28
698;22.07.2024 08:58:05;36,28
699;22.07.2024 08:58:10;36,28
700;22.07.2024 08:58:15;36,28
701;22.07.2024 08:58:20;36,28
702;22.07.2024 08:58:25;36,28
703;22.07.2024 08:58:30;36,23
704;22.07.2024 08:58:35;36,20
705;22.07.2024 08:58:40;36,17
706;22.07.2024 08:58:45;36,17
707;22.07.2024 08:58:50;36,17
708;22.07.2024 08:58:55;36,17
709;22.07.2024 08:59:00;36,17
710;22.07.2024 08:59:05;36,17
711;22.07.2024 08:59:10;36,17
712;22.07.2024 08:59:15;36,17
713;22.07.2024 08:59:20;36,17
714;22.07.2024 08:59:25;36,17
715;22.07.2024 08:59:30;36,17
716;22.07.2024 08:59:35;36,17
717;22.07.2024 08:59:40;36,17
718;22.07.2024 08:59:45;36,15
719;22.07.2024 08:59:50;36,15
720;22.07.2024 08:59:55;36,12
721;22.07.2024 09:00:00;36,09
722;22.07.2024 09:00:05;36,06
723;22.07.2024 09:00:10;36,06
724;22.07.2024 09:00:15;36,06
725;22.07.2024 09:00:20;36,06
726;22.07.2024 09:00:25;36,06
727;22.07.2024 09:00:30;36,06
728;22.07.2024 09:00:35;36,06
729;22.07.2024 09:00:40;36,06
730;22.07.2024 09:00:45;36,06
731;22.07.2024 09:00:50;36,06
732;22.07.2024 09:00:55;36,06
733;22.07.2024 09:01:00;36,06
734;22.07.2024 09:01:05;36,06
735;22.07.2024 09:01:10;36,06
